"Metabolite","Coef_RA_HC","PValue_RA_HC","CI_Lower_RA_HC","CI_Upper_RA_HC","Coef_RA_atRisk","PValue_RA_atRisk","CI_Lower_RA_atRisk","CI_Upper_RA_atRisk","Coef_HC_atRisk","PValue_HC_atRisk","CI_Lower_HC_atRisk","CI_Upper_HC_atRisk","RA_HC.color_ra","PRA_HC.color_ra","RA_PRA.color_ra"
"Oxidation of Branched-Chain Fatty Acids",-0.0686577294066807,0.0694459322158256,-0.142811780334297,0.00549632152093588,-0.291338218731289,4.21913378652043e-08,-0.392896571376231,-0.189779866086348,-0.203100747337962,1.06130204179523e-05,-0.291149520421394,-0.11505197425453,"no","positive","negative"
"Oxybuprocaine Action Pathway",-0.0248214836832338,0.697540588271884,-0.150380171718387,0.100737204351919,-0.166090714046545,0.0469658264985197,-0.329937258785082,-0.00224416930800792,-0.14383477611975,0.108460853385823,-0.319834392526854,0.0321648402873537,"no","no","no"
"Oxycodone Action Pathway",-0.0248214836832338,0.697540588271884,-0.150380171718387,0.100737204351919,-0.166090714046545,0.0469658264985197,-0.329937258785082,-0.00224416930800792,-0.14383477611975,0.108460853385823,-0.319834392526854,0.0321648402873537,"no","no","no"
"Oxymorphone Action Pathway",-0.0248214836832338,0.697540588271884,-0.150380171718387,0.100737204351919,-0.166090714046545,0.0469658264985197,-0.329937258785082,-0.00224416930800792,-0.14383477611975,0.108460853385823,-0.319834392526854,0.0321648402873537,"no","no","no"
"Oxytetracycline Action Pathway",0.0379418523974174,0.399639373459472,-0.0505776912499954,0.12646139604483,0.0233849172869274,0.6919460037447,-0.0927036637565922,0.139473498330447,-0.00642654147940126,0.916475191715935,-0.12729755061411,0.114444467655308,"no","no","no"
"Pamidronate Action Pathway",-0.101688764312773,0.0671024834392152,-0.210584534620688,0.00720700599514161,-0.431615372740534,4.60113050867341e-09,-0.57173754441306,-0.291493201068008,-0.334498919388994,3.70512363997637e-05,-0.489950563467366,-0.179047275310622,"no","positive","negative"
"Pantothenate and CoA Biosynthesis",-0.26876233475971,8.43856739609944e-11,-0.347344748877578,-0.190179920641841,-0.207174717892858,0.000187057370721935,-0.314809580936513,-0.0995398548492025,0.0634618816897498,0.242043001205681,-0.0432965053189109,0.170220268698411,"negative","no","negative"
"Paromomycin Action Pathway",0.0379418523974174,0.399639373459472,-0.0505776912499954,0.12646139604483,0.0233849172869274,0.6919460037447,-0.0927036637565922,0.139473498330447,-0.00642654147940126,0.916475191715935,-0.12729755061411,0.114444467655308,"no","no","no"
"Pentazocine Action Pathway",-0.0248214836832338,0.697540588271884,-0.150380171718387,0.100737204351919,-0.166090714046545,0.0469658264985197,-0.329937258785082,-0.00224416930800792,-0.14383477611975,0.108460853385823,-0.319834392526854,0.0321648402873537,"no","no","no"
"Pentose Phosphate Pathway",-0.265350019850992,3.73237388532973e-08,-0.357802167122099,-0.172897872579886,-0.198657752740886,0.000890964687523081,-0.315023750299795,-0.0822917551819772,0.0738593160688275,0.291702429027354,-0.064059611090453,0.211778243228108,"negative","no","negative"
"Phenylacetate Metabolism",-0.527070167361823,1.40380738286222e-23,-0.622203755962403,-0.431936578761243,-0.404775468182194,1.84210175839504e-09,-0.532677669601066,-0.276873266763321,0.124991572581722,0.0928380934774573,-0.0210232869386233,0.271006432102067,"negative","no","negative"
"Phenylalanine and Tyrosine Metabolism",-0.179723732147256,1.57376631271482e-06,-0.251924543126425,-0.107522921168086,-0.0467694440393272,0.34307620767557,-0.143727061120371,0.0501881730417166,0.14013742463604,0.00307389875530277,0.0481135260941903,0.232161323177889,"negative","negative","no"
"Phenylbutazone Action Pathway",0.187519464637131,0.000110570108132183,0.0933252428325003,0.281713686441762,0.00501612532950594,0.938307726625021,-0.122478644688888,0.1325108953479,-0.157603180054538,0.0135086827303273,-0.282188140738715,-0.0330182193703611,"positive","no","no"
"Phenylketonuria",-0.179723732147256,1.57376631271482e-06,-0.251924543126425,-0.107522921168086,-0.0467694440393272,0.34307620767557,-0.143727061120371,0.0501881730417166,0.14013742463604,0.00307389875530277,0.0481135260941903,0.232161323177889,"negative","negative","no"
"Phenytoin ",-0.476874112090397,1.2411894679756e-23,-0.562824765139385,-0.390923459041408,-0.559734456668971,6.92051105872904e-20,-0.670848438385365,-0.448620474952578,-0.0715843086302535,0.26354631863948,-0.197615787006686,0.0544471697461796,"negative","no","negative"
"Phosphatidylcholine Biosynthesis",-0.331617127614867,1.48767145121223e-16,-0.406188215449988,-0.257046039779746,-0.402081141077123,2.38314660611236e-14,-0.500042749755621,-0.304119532398624,-0.0483096337295735,0.391430810799517,-0.159363566111077,0.0627442986519297,"negative","no","negative"
"Phosphatidylcholine Biosynthesis PC",-0.331617127614867,1.48767145121223e-16,-0.406188215449988,-0.257046039779746,-0.402081141077123,2.38314660611236e-14,-0.500042749755621,-0.304119532398624,-0.0483096337295735,0.391430810799517,-0.159363566111077,0.0627442986519297,"negative","no","negative"
"Phosphatidylethanolamine Biosynthesis",0.159221859584665,0.000864783807839646,0.0661009628771727,0.252342756292158,-0.128807070127043,0.0453587800484533,-0.254933058767158,-0.00268108148692875,-0.286817021581744,7.84821088569891e-05,-0.426390232533019,-0.14724381063047,"positive","positive","no"
"Phosphatidylethanolamine Biosynthesis PE",0.159221859584665,0.000864783807839646,0.0661009628771727,0.252342756292158,-0.128807070127043,0.0453587800484533,-0.254933058767158,-0.00268108148692875,-0.286817021581744,7.84821088569891e-05,-0.426390232533019,-0.14724381063047,"positive","positive","no"
"Phosphatidylinositol Phosphate Metabolism",-0.0299084845659415,0.610777322165845,-0.145423362363168,0.0856063932312851,-0.243037690557824,0.00178317040126772,-0.394642307483102,-0.0914330736325459,-0.207665278588537,0.0216680180460301,-0.384503959523947,-0.0308265976531266,"no","no","negative"
"Phosphoenolpyruvate Carboxykinase Deficiency 1 ",-0.322437452082974,4.86640495717262e-15,-0.399349208157584,-0.245525696008363,-0.206144570569706,5.70348620161305e-05,-0.305341674427692,-0.10694746671172,0.12967222169281,0.0198934774576622,0.020803844492265,0.238540598893355,"negative","no","negative"
"Phospholipid Biosynthesis",-0.0805406792252555,0.0510608432855808,-0.161455080411599,0.000373721961088216,0.070361712928272,0.205661069612217,-0.0388394839047379,0.179562909761282,0.16810491112677,0.00499650842746037,0.0515273852195262,0.284682437034014,"no","negative","no"
"Phytanic Acid Peroxisomal Oxidation",-0.378600972318612,1.35252177436923e-13,-0.474681765287295,-0.28252017934993,-0.467101380133293,3.59332488666065e-12,-0.593191902202542,-0.341010858064044,-0.0724032922979167,0.280026378749677,-0.204354012245765,0.0595474276499314,"negative","no","negative"
"Piroxicam Action Pathway",0.187519464637131,0.000110570108132183,0.0933252428325003,0.281713686441762,0.00501612532950594,0.938307726625021,-0.122478644688888,0.1325108953479,-0.157603180054538,0.0135086827303273,-0.282188140738715,-0.0330182193703611,"positive","no","no"
"Porphyria Variegata ",-0.657579932032959,2.62706059132273e-42,-0.738345748720594,-0.576814115345324,-0.291476592541191,8.99235998223182e-07,-0.405506689731086,-0.177446495351295,0.355711490769724,1.36469168874233e-08,0.238684081443949,0.472738900095498,"negative","negative","negative"
"Porphyrin Metabolism",-0.657579932032959,2.62706059132273e-42,-0.738345748720594,-0.576814115345324,-0.291476592541191,8.99235998223182e-07,-0.405506689731086,-0.177446495351295,0.355711490769724,1.36469168874233e-08,0.238684081443949,0.472738900095498,"negative","negative","negative"
"Pravastatin Action Pathway",-0.101688764312773,0.0671024834392152,-0.210584534620688,0.00720700599514161,-0.431615372740534,4.60113050867341e-09,-0.57173754441306,-0.291493201068008,-0.334498919388994,3.70512363997637e-05,-0.489950563467366,-0.179047275310622,"no","positive","negative"
"Prilocaine Action Pathway",-0.0248214836832338,0.697540588271884,-0.150380171718387,0.100737204351919,-0.166090714046545,0.0469658264985197,-0.329937258785082,-0.00224416930800792,-0.14383477611975,0.108460853385823,-0.319834392526854,0.0321648402873537,"no","no","no"
"Primary Hyperoxaluria II, PH2",-0.386425778769183,4.83668931443638e-22,-0.459190609198864,-0.313660948339502,-0.0365916387001459,0.457848088424243,-0.133501461276549,0.0603181838762575,0.354891039720559,4.78168841852519e-11,0.256009863457785,0.453772215983333,"negative","negative","no"
"Primary Hyperoxaluria Type I",-0.0980723140418954,0.00173968572410471,-0.159154337092555,-0.036990290991236,0.087287565902616,0.0439717484139801,0.00237478244419473,0.172200349361037,0.185378035881885,3.71066709752225e-06,0.109140744930435,0.261615326833334,"negative","negative","no"
"Procaine Action Pathway",-0.0248214836832338,0.697540588271884,-0.150380171718387,0.100737204351919,-0.166090714046545,0.0469658264985197,-0.329937258785082,-0.00224416930800792,-0.14383477611975,0.108460853385823,-0.319834392526854,0.0321648402873537,"no","no","no"
"Prolidase Deficiency ",-0.169220895306476,5.26680514863332e-11,-0.218128328094752,-0.1203134625182,-0.172924122827083,5.41617219026019e-07,-0.239182393583438,-0.106665852070728,0.00108946185999417,0.971519403332993,-0.0591018144434542,0.0612807381634425,"negative","no","negative"
"Prolinemia Type II",-0.169220895306476,5.26680514863332e-11,-0.218128328094752,-0.1203134625182,-0.172924122827083,5.41617219026019e-07,-0.239182393583438,-0.106665852070728,0.00108946185999417,0.971519403332993,-0.0591018144434542,0.0612807381634425,"negative","no","negative"
"Propanoate Metabolism",-0.295564365635707,2.05866550996101e-14,-0.367931476998231,-0.223197254273183,-0.308676345208082,3.05000307642035e-10,-0.401476376595721,-0.215876313820444,-0.0183584594294788,0.722568685343744,-0.120336479501182,0.0836195606422247,"negative","no","negative"
"Proparacaine Action Pathway",-0.0248214836832338,0.697540588271884,-0.150380171718387,0.100737204351919,-0.166090714046545,0.0469658264985197,-0.329937258785082,-0.00224416930800792,-0.14383477611975,0.108460853385823,-0.319834392526854,0.0321648402873537,"no","no","no"
"Propionic Acidemia",-0.104100102330896,0.000762683786319331,-0.164341717131031,-0.0438584875307608,-0.378495237059221,6.60472045941383e-19,-0.456073327036159,-0.300917147082283,-0.259692122278587,2.15320838909141e-10,-0.335025785675201,-0.184358458881973,"negative","positive","negative"
"Propoxyphene Action Pathway",-0.0248214836832338,0.697540588271884,-0.150380171718387,0.100737204351919,-0.166090714046545,0.0469658264985197,-0.329937258785082,-0.00224416930800792,-0.14383477611975,0.108460853385823,-0.319834392526854,0.0321648402873537,"no","no","no"
"Purine Metabolism",-0.130841335635706,2.92634742973236e-05,-0.191515952695189,-0.0701667185762232,0.144435423375742,0.000520220830621071,0.0634991948410271,0.225371651910456,0.28689745724388,1.36208314014634e-10,0.204707987185374,0.369086927302386,"negative","negative","positive"
"Purine Nucleoside Phosphorylase Deficiency",-0.130841335635706,2.92634742973236e-05,-0.191515952695189,-0.0701667185762232,0.144435423375742,0.000520220830621071,0.0634991948410271,0.225371651910456,0.28689745724388,1.36208314014634e-10,0.204707987185374,0.369086927302386,"negative","negative","positive"
"Pyridoxine Dependency with Seizures",-0.620343502867699,2.82758844017656e-41,-0.697855076764188,-0.54283192897121,-0.384908418208681,1.23047741421851e-11,-0.49176044131948,-0.278056395097881,0.232042808191472,8.6964418393775e-07,0.142705899784322,0.321379716598622,"negative","negative","negative"
"Pyrimidine Metabolism",-0.201664344141794,6.41701068234481e-09,-0.268076385489351,-0.135252302794238,-0.238361677290802,4.67245188355955e-08,-0.321743906122532,-0.154979448459072,-0.0443083534282575,0.39930874938211,-0.147880580722982,0.0592638738664673,"negative","no","negative"
"Pyruvate Carboxylase Deficiency",-0.0980723140418954,0.00173968572410471,-0.159154337092555,-0.036990290991236,0.087287565902616,0.0439717484139801,0.00237478244419473,0.172200349361037,0.185378035881885,3.71066709752225e-06,0.109140744930435,0.261615326833334,"negative","negative","no"
"Pyruvate Decarboxylase E1 Component Deficiency ",-0.386425778769183,4.83668931443638e-22,-0.459190609198864,-0.313660948339502,-0.0365916387001459,0.457848088424243,-0.133501461276549,0.0603181838762575,0.354891039720559,4.78168841852519e-11,0.256009863457785,0.453772215983333,"negative","negative","no"
"Pyruvate Dehydrogenase Complex Deficiency",-0.386425778769183,4.83668931443638e-22,-0.459190609198864,-0.313660948339502,-0.0365916387001459,0.457848088424243,-0.133501461276549,0.0603181838762575,0.354891039720559,4.78168841852519e-11,0.256009863457785,0.453772215983333,"negative","negative","no"
"Pyruvate Dehydrogenase Deficiency ",-0.180772782799269,4.03200419098862e-06,-0.256532331476725,-0.105013234121814,-0.0784569223215231,0.112804422418315,-0.175554585287608,0.018640740644562,0.103985623474905,0.0489016635272654,0.000507182032320322,0.207464064917491,"negative","no","no"
"Pyruvate Kinase Deficiency",-0.386425778769183,4.83668931443638e-22,-0.459190609198864,-0.313660948339502,-0.0365916387001459,0.457848088424243,-0.133501461276549,0.0603181838762575,0.354891039720559,4.78168841852519e-11,0.256009863457785,0.453772215983333,"negative","negative","no"
"Pyruvate Metabolism",-0.386425778769183,4.83668931443638e-22,-0.459190609198864,-0.313660948339502,-0.0365916387001459,0.457848088424243,-0.133501461276549,0.0603181838762575,0.354891039720559,4.78168841852519e-11,0.256009863457785,0.453772215983333,"negative","negative","no"
"Refsum Disease",-0.378600972318612,1.35252177436923e-13,-0.474681765287295,-0.28252017934993,-0.467101380133293,3.59332488666065e-12,-0.593191902202542,-0.341010858064044,-0.0724032922979167,0.280026378749677,-0.204354012245765,0.0595474276499314,"negative","no","negative"
"Remifentanil Action Pathway",-0.0248214836832338,0.697540588271884,-0.150380171718387,0.100737204351919,-0.166090714046545,0.0469658264985197,-0.329937258785082,-0.00224416930800792,-0.14383477611975,0.108460853385823,-0.319834392526854,0.0321648402873537,"no","no","no"
"Ribose-5-phosphate Isomerase Deficiency",-0.265350019850992,3.73237388532973e-08,-0.357802167122099,-0.172897872579886,-0.198657752740886,0.000890964687523081,-0.315023750299795,-0.0822917551819772,0.0738593160688275,0.291702429027354,-0.064059611090453,0.211778243228108,"negative","no","negative"
"Risedronate Action Pathway",-0.101688764312773,0.0671024834392152,-0.210584534620688,0.00720700599514161,-0.431615372740534,4.60113050867341e-09,-0.57173754441306,-0.291493201068008,-0.334498919388994,3.70512363997637e-05,-0.489950563467366,-0.179047275310622,"no","positive","negative"
"Rofecoxib Action Pathway",0.187519464637131,0.000110570108132183,0.0933252428325003,0.281713686441762,0.00501612532950594,0.938307726625021,-0.122478644688888,0.1325108953479,-0.157603180054538,0.0135086827303273,-0.282188140738715,-0.0330182193703611,"positive","no","no"
"Rolitetracycline Action Pathway",0.0379418523974174,0.399639373459472,-0.0505776912499954,0.12646139604483,0.0233849172869274,0.6919460037447,-0.0927036637565922,0.139473498330447,-0.00642654147940126,0.916475191715935,-0.12729755061411,0.114444467655308,"no","no","no"
"Ropivacaine Action Pathway",-0.0248214836832338,0.697540588271884,-0.150380171718387,0.100737204351919,-0.166090714046545,0.0469658264985197,-0.329937258785082,-0.00224416930800792,-0.14383477611975,0.108460853385823,-0.319834392526854,0.0321648402873537,"no","no","no"
"Rosuvastatin Action Pathway",-0.101688764312773,0.0671024834392152,-0.210584534620688,0.00720700599514161,-0.431615372740534,4.60113050867341e-09,-0.57173754441306,-0.291493201068008,-0.334498919388994,3.70512363997637e-05,-0.489950563467366,-0.179047275310622,"no","positive","negative"
"Roxithromycin Action Pathway",0.0379418523974174,0.399639373459472,-0.0505776912499954,0.12646139604483,0.0233849172869274,0.6919460037447,-0.0927036637565922,0.139473498330447,-0.00642654147940126,0.916475191715935,-0.12729755061411,0.114444467655308,"no","no","no"
"S-Adenosylhomocysteine ",-0.153194820646098,1.20942774217355e-05,-0.220946143152618,-0.085443498139577,-0.0342303952024315,0.441464373398506,-0.121664588354491,0.0532037979496276,0.114643807827045,0.0196976607091516,0.0185485333243455,0.210739082329744,"negative","no","no"
"Saccharopinuria/Hyperlysinemia II",-0.620343502867699,2.82758844017656e-41,-0.697855076764188,-0.54283192897121,-0.384908418208681,1.23047741421851e-11,-0.49176044131948,-0.278056395097881,0.232042808191472,8.6964418393775e-07,0.142705899784322,0.321379716598622,"negative","negative","negative"
"Salicylate-Sodium Action Pathway",0.187519464637131,0.000110570108132183,0.0933252428325003,0.281713686441762,0.00501612532950594,0.938307726625021,-0.122478644688888,0.1325108953479,-0.157603180054538,0.0135086827303273,-0.282188140738715,-0.0330182193703611,"positive","no","no"
"Salicylic Acid Action Pathway",0.187519464637131,0.000110570108132183,0.0933252428325003,0.281713686441762,0.00501612532950594,0.938307726625021,-0.122478644688888,0.1325108953479,-0.157603180054538,0.0135086827303273,-0.282188140738715,-0.0330182193703611,"positive","no","no"
"Salla Disease/Infantile Sialic Acid Storage Disease",-0.109541315031701,0.00301671408032004,-0.181630811862178,-0.0374518182012248,-0.0732199142792971,0.105603158952855,-0.162004019164986,0.0155641906063914,0.0391412968831269,0.487434028051727,-0.0719561529470854,0.150238746713339,"negative","no","no"
"Salsalate Action Pathway",0.187519464637131,0.000110570108132183,0.0933252428325003,0.281713686441762,0.00501612532950594,0.938307726625021,-0.122478644688888,0.1325108953479,-0.157603180054538,0.0135086827303273,-0.282188140738715,-0.0330182193703611,"positive","no","no"
"Sarcosine Oncometabolite Pathway",-0.183622716957798,1.70571946148805e-06,-0.257648298777614,-0.109597135137983,-0.0476143961410483,0.328307551321131,-0.143347290256382,0.0481184979742859,0.125087214626383,0.0165901613886572,0.0230733889925608,0.227101040260206,"negative","no","no"
"Sarcosinemia",-0.268858752062275,1.55604190596487e-19,-0.32344167948569,-0.214275824638859,-0.085160054872912,0.0229699461040202,-0.158467937938359,-0.0118521718074652,0.174954878047603,2.10183473383534e-06,0.104900070575799,0.245009685519407,"negative","negative","no"
"Selenoamino Acid Metabolism",-0.128747934111986,0.00325614047836086,-0.214165859711456,-0.0433300085125154,-0.0480301048815951,0.421892297672779,-0.16560176726759,0.0695415575043994,0.0816845341586282,0.18156506748853,-0.0385653569626107,0.201934425279867,"negative","no","no"
"Short-Chain 3-Hydroxyacyl-CoA Dehydrogenase Deficiency ",-0.417433685688119,2.03599691146647e-12,-0.529431007344168,-0.30543636403207,-0.149244911376291,0.0560442016251673,-0.302366575655754,0.00387675290317172,0.25473015865044,0.00257979135734199,0.090518280516366,0.418942036784514,"negative","negative","no"
"Short-Chain Acyl-CoA Dehydrogenase Deficiency ",-0.260250967640514,7.50457059709329e-08,-0.353129164783101,-0.167372770497926,-0.114634139474432,0.0846374134099985,-0.245037541285108,0.0157692623362431,0.133049977884619,0.0586362249135896,-0.00491991325843341,0.271019869027671,"negative","no","no"
"Sialuria or French Type Sialuria",-0.109541315031701,0.00301671408032004,-0.181630811862178,-0.0374518182012248,-0.0732199142792971,0.105603158952855,-0.162004019164986,0.0155641906063914,0.0391412968831269,0.487434028051727,-0.0719561529470854,0.150238746713339,"negative","no","no"
"Simvastatin Action Pathway",-0.101688764312773,0.0671024834392152,-0.210584534620688,0.00720700599514161,-0.431615372740534,4.60113050867341e-09,-0.57173754441306,-0.291493201068008,-0.334498919388994,3.70512363997637e-05,-0.489950563467366,-0.179047275310622,"no","positive","negative"
"Smith-Lemli-Opitz Syndrome ",-0.101688764312773,0.0671024834392152,-0.210584534620688,0.00720700599514161,-0.431615372740534,4.60113050867341e-09,-0.57173754441306,-0.291493201068008,-0.334498919388994,3.70512363997637e-05,-0.489950563467366,-0.179047275310622,"no","positive","negative"
"Spectinomycin Action Pathway",0.0379418523974174,0.399639373459472,-0.0505776912499954,0.12646139604483,0.0233849172869274,0.6919460037447,-0.0927036637565922,0.139473498330447,-0.00642654147940126,0.916475191715935,-0.12729755061411,0.114444467655308,"no","no","no"
"Spermidine and Spermine Biosynthesis",-0.135904382244702,0.00484601130357295,-0.230139086456102,-0.0416696780333009,-0.202018513828499,0.000420743492713961,-0.313362850069991,-0.0906741775870082,-0.0572973416052282,0.435549133089675,-0.202099418278728,0.0875047350682717,"negative","no","negative"
"Sphingolipid Metabolism",0.116922901945543,0.0317547904360174,0.0102776092821764,0.22356819460891,-0.271607706826322,0.00024487512935041,-0.415416967218206,-0.127798446434438,-0.397932524248507,7.6463545094452e-07,-0.550294121354985,-0.245570927142029,"no","positive","negative"
"Starch and Sucrose Metabolism",0.162063297875901,8.29103293898921e-05,0.0821335729679131,0.24199302278389,-0.133757517753536,0.0107807940549973,-0.236313535264638,-0.0312015002424351,-0.285889793133398,2.48867422323604e-06,-0.401262788570252,-0.170516797696545,"positive","positive","no"
"Steroid Biosynthesis",-0.101688764312773,0.0671024834392152,-0.210584534620688,0.00720700599514161,-0.431615372740534,4.60113050867341e-09,-0.57173754441306,-0.291493201068008,-0.334498919388994,3.70512363997637e-05,-0.489950563467366,-0.179047275310622,"no","positive","negative"
"Streptomycin Action Pathway",0.0379418523974174,0.399639373459472,-0.0505776912499954,0.12646139604483,0.0233849172869274,0.6919460037447,-0.0927036637565922,0.139473498330447,-0.00642654147940126,0.916475191715935,-0.12729755061411,0.114444467655308,"no","no","no"
"Succinate Signalling",-0.700265275965016,1.63878529862033e-53,-0.772886578829691,-0.627643973100342,-0.55732864043537,5.91382452311709e-23,-0.658269574868614,-0.456387706002125,0.163885775931252,6.16085497112066e-05,0.0853411960982117,0.242430355764292,"negative","negative","negative"
"Succinic Semialdehyde Dehydrogenase Deficiency",-0.374420687122854,8.02888392384289e-33,-0.429040812509613,-0.319800561736095,-0.0767070351514197,0.0495769072255869,-0.153271119420699,-0.000142950882140308,0.316029086275747,3.35861762249219e-15,0.244885475141182,0.387172697410312,"negative","negative","no"
"Succinyl CoA: 3-Ketoacid CoA Transferase Deficiency",-0.336274625596489,9.72507089800011e-09,-0.448445154749267,-0.224104096443711,-0.230859375990116,0.00231987297594789,-0.378636073335003,-0.0830826786452283,0.101677794655294,0.16585446880159,-0.0426038691450301,0.245959458455618,"negative","no","negative"
"Sucrase-Isomaltase Deficiency",0.162063297875901,8.29103293898921e-05,0.0821335729679131,0.24199302278389,-0.133757517753536,0.0107807940549973,-0.236313535264638,-0.0312015002424351,-0.285889793133398,2.48867422323604e-06,-0.401262788570252,-0.170516797696545,"positive","positive","no"
"Sufentanil Action Pathway",-0.0248214836832338,0.697540588271884,-0.150380171718387,0.100737204351919,-0.166090714046545,0.0469658264985197,-0.329937258785082,-0.00224416930800792,-0.14383477611975,0.108460853385823,-0.319834392526854,0.0321648402873537,"no","no","no"
"Sulindac Action Pathway",0.187519464637131,0.000110570108132183,0.0933252428325003,0.281713686441762,0.00501612532950594,0.938307726625021,-0.122478644688888,0.1325108953479,-0.157603180054538,0.0135086827303273,-0.282188140738715,-0.0330182193703611,"positive","no","no"
"Suprofen Action Pathway",0.187519464637131,0.000110570108132183,0.0933252428325003,0.281713686441762,0.00501612532950594,0.938307726625021,-0.122478644688888,0.1325108953479,-0.157603180054538,0.0135086827303273,-0.282188140738715,-0.0330182193703611,"positive","no","no"
"Taurine and Hypotaurine Metabolism",-0.384140866268456,5.11472094813459e-12,-0.489301983441452,-0.278979749095461,-0.249998295535135,0.000604091012556,-0.391774349855007,-0.108222241215262,0.161948665292113,0.0318713389535577,0.0142290386665488,0.309668291917678,"negative","no","negative"
"Tay-Sachs Disease",-0.109541315031701,0.00301671408032004,-0.181630811862178,-0.0374518182012248,-0.0732199142792971,0.105603158952855,-0.162004019164986,0.0155641906063914,0.0391412968831269,0.487434028051727,-0.0719561529470854,0.150238746713339,"negative","no","no"
"Telithromycin Action Pathway",0.0379418523974174,0.399639373459472,-0.0505776912499954,0.12646139604483,0.0233849172869274,0.6919460037447,-0.0927036637565922,0.139473498330447,-0.00642654147940126,0.916475191715935,-0.12729755061411,0.114444467655308,"no","no","no"
"Tenoxicam Action Pathway",0.187519464637131,0.000110570108132183,0.0933252428325003,0.281713686441762,0.00501612532950594,0.938307726625021,-0.122478644688888,0.1325108953479,-0.157603180054538,0.0135086827303273,-0.282188140738715,-0.0330182193703611,"positive","no","no"
"Tetracycline Action Pathway",0.0379418523974174,0.399639373459472,-0.0505776912499954,0.12646139604483,0.0233849172869274,0.6919460037447,-0.0927036637565922,0.139473498330447,-0.00642654147940126,0.916475191715935,-0.12729755061411,0.114444467655308,"no","no","no"
"The Oncogenic Action of 2-Hydroxyglutarate",-0.345442028610115,1.51448405490982e-21,-0.411421593171393,-0.279462464048837,-0.242001902397009,1.21621539073194e-07,-0.3295727610704,-0.154431043723619,0.106875355191247,0.0120865816110085,0.0237489792915726,0.190001731090921,"negative","no","negative"
"The Oncogenic Action of D-2-Hydroxyglutarate in Hydroxygluaricaciduria",-0.345442028610115,1.51448405490982e-21,-0.411421593171393,-0.279462464048837,-0.242001902397009,1.21621539073194e-07,-0.3295727610704,-0.154431043723619,0.106875355191247,0.0120865816110085,0.0237489792915726,0.190001731090921,"negative","no","negative"
"The Oncogenic Action of Fumarate",-0.171789504087695,7.84466663032196e-08,-0.233193208734196,-0.110385799441195,-0.143549280431949,0.000585119771520513,-0.224747804132721,-0.0623507567311763,0.0302657621232204,0.464162521650701,-0.0512181577420477,0.111749681988489,"negative","no","negative"
"The Oncogenic Action of L-2-Hydroxyglutarate in Hydroxygluaricaciduria",-0.345442028610115,1.51448405490982e-21,-0.411421593171393,-0.279462464048837,-0.242001902397009,1.21621539073194e-07,-0.3295727610704,-0.154431043723619,0.106875355191247,0.0120865816110085,0.0237489792915726,0.190001731090921,"negative","no","negative"
"The Oncogenic Action of Succinate",-0.171789504087695,7.84466663032196e-08,-0.233193208734196,-0.110385799441195,-0.143549280431949,0.000585119771520513,-0.224747804132721,-0.0623507567311763,0.0302657621232204,0.464162521650701,-0.0512181577420477,0.111749681988489,"negative","no","negative"
"Thioguanine Action Pathway",-0.234077698349451,3.99487673551835e-15,-0.289718307010266,-0.178437089688636,0.0472018199643012,0.21569378762083,-0.0276890174055213,0.122092657334124,0.295154473770948,1.35902735494952e-12,0.219765105179077,0.370543842362818,"negative","negative","no"
"Threonine and 2-Oxobutanoate Degradation",-0.347774651952111,5.93495991283902e-16,-0.427777896509866,-0.267771407394357,-0.31935267665407,8.65079603040445e-08,-0.43350259687964,-0.2052027564285,0.0276901758786668,0.624707356851538,-0.0839188987044291,0.139299250461763,"negative","no","negative"
"Tiaprofenic Acid Action Pathway",0.187519464637131,0.000110570108132183,0.0933252428325003,0.281713686441762,0.00501612532950594,0.938307726625021,-0.122478644688888,0.1325108953479,-0.157603180054538,0.0135086827303273,-0.282188140738715,-0.0330182193703611,"positive","no","no"
"Tigecycline Action Pathway",0.0379418523974174,0.399639373459472,-0.0505776912499954,0.12646139604483,0.0233849172869274,0.6919460037447,-0.0927036637565922,0.139473498330447,-0.00642654147940126,0.916475191715935,-0.12729755061411,0.114444467655308,"no","no","no"
"Tobramycin Action Pathway",0.0379418523974174,0.399639373459472,-0.0505776912499954,0.12646139604483,0.0233849172869274,0.6919460037447,-0.0927036637565922,0.139473498330447,-0.00642654147940126,0.916475191715935,-0.12729755061411,0.114444467655308,"no","no","no"
"Tolmetin Action Pathway",0.187519464637131,0.000110570108132183,0.0933252428325003,0.281713686441762,0.00501612532950594,0.938307726625021,-0.122478644688888,0.1325108953479,-0.157603180054538,0.0135086827303273,-0.282188140738715,-0.0330182193703611,"positive","no","no"
"Tramadol Action Action Pathway",-0.0248214836832338,0.697540588271884,-0.150380171718387,0.100737204351919,-0.166090714046545,0.0469658264985197,-0.329937258785082,-0.00224416930800792,-0.14383477611975,0.108460853385823,-0.319834392526854,0.0321648402873537,"no","no","no"
"Tramadol Metabolism Pathway",-0.37795968499118,1.08468358297341e-10,-0.48916504783422,-0.26675432214814,-0.377739376166937,7.84300451713364e-07,-0.524679143144411,-0.230799609189463,-0.0118277077903479,0.891629359839273,-0.183064639415899,0.159409223835203,"negative","no","negative"
"Transaldolase Deficiency",-0.265350019850992,3.73237388532973e-08,-0.357802167122099,-0.172897872579886,-0.198657752740886,0.000890964687523081,-0.315023750299795,-0.0822917551819772,0.0738593160688275,0.291702429027354,-0.064059611090453,0.211778243228108,"negative","no","negative"
